"lang"
{
  "Language"    "English"
    "DOTA_Tooltip_ability_item_breach_bow_doubled"            "Double Hull Breaching Mines"
    "DOTA_Tooltip_ability_item_breach_bow_doubled_Description"      "<h1>Weapon: Breach Level 1</h1><b>Doubles Bonus <font color='#007700'>Active</font></b><br>%pure_pct%%% of missile damage is converted to <font color='purple'>pure</font> damage. \nDoes not hit structures."
    "DOTA_Tooltip_ability_item_breach_bow_doubled_fire_rate"      "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_breach_bow_doubled_dmg"          "DAMAGE (x2):"
    "DOTA_Tooltip_ability_item_breach_bow_doubled_delay"        "Damage Delay:"
    "DOTA_Tooltip_ability_item_breach_bow_doubled_range"        "RANGE:"
    "DOTA_Tooltip_ability_item_breach_bow_doubled_dps"          "\n<font  size= '3' color='#cc6400'>DPS:</font>"  
    
    "DOTA_Tooltip_ability_item_breach_two_bow"              "Tactical Torpedoes"
    "DOTA_Tooltip_ability_item_breach_two_bow_Description"            "<h1>Weapon: Breach Level 2</h1><b>Doubles Bonus <font color='#770000'>Inactive</font></b><br>%pure_pct%%% of missile damage is converted to <font color='purple'>pure</font> damage. \nDoes not hit structures."
    "DOTA_Tooltip_ability_item_breach_two_bow_Note1"          "Buy <font color='#dddddd'>2</font> to collapse to one slot and activate the bonus."
    "DOTA_Tooltip_ability_item_breach_two_bow_fire_rate"        "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_breach_two_bow_dmg"            "DAMAGE:"
    "DOTA_Tooltip_ability_item_breach_two_bow_delay"          "Damage Delay:"
    "DOTA_Tooltip_ability_item_breach_two_bow_range"          "RANGE:"
    "DOTA_Tooltip_ability_item_breach_two_bow_dps"            "\n<font  size= '3' color='#cc6400'>DPS:</font>"  
    
    "DOTA_Tooltip_ability_item_breach_two_bow_doubled"          "Double Tactical Torpedoes"
    "DOTA_Tooltip_ability_item_breach_two_bow_doubled_Description"    "<h1>Weapon: Breach Level 2</h1><b>Doubles Bonus <font color='#007700'>Active</font></b><br>%pure_pct%%% of missile damage is converted to <font color='purple'>pure</font> damage. \nDoes not hit structures."
    "DOTA_Tooltip_ability_item_breach_two_bow_doubled_fire_rate"    "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_breach_two_bow_doubled_dmg"        "DAMAGE (x2):"
    "DOTA_Tooltip_ability_item_breach_two_bow_doubled_delay"      "Damage Delay:"
    "DOTA_Tooltip_ability_item_breach_two_bow_doubled_range"      "RANGE:"
    "DOTA_Tooltip_ability_item_breach_two_bow_doubled_dps"        "\n<font  size= '3' color='#cc6400'>DPS:</font>"  
    
    "DOTA_Tooltip_ability_item_breach_three_bow"            "Charging Depth Charges"
    "DOTA_Tooltip_ability_item_breach_three_bow_Description"          "<h1>Weapon: Breach Level 3</h1><b>Doubles Bonus <font color='#770000'>Inactive</font></b><br>%pure_pct%%% of missile damage is converted to <font color='purple'>pure</font> damage. \nDoes not hit structures."
    "DOTA_Tooltip_ability_item_breach_three_bow_Note1"          "Buy <font color='#dddddd'>2</font> to collapse to one slot and activate the bonus."
    "DOTA_Tooltip_ability_item_breach_three_bow_fire_rate"        "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_breach_three_bow_dmg"          "DAMAGE:"
    "DOTA_Tooltip_ability_item_breach_three_bow_delay"          "Damage Delay:"
    "DOTA_Tooltip_ability_item_breach_three_bow_range"          "RANGE:"
    "DOTA_Tooltip_ability_item_breach_three_bow_dps"          "\n<font  size= '3' color='#cc6400'>DPS:</font>"      
    
    "DOTA_Tooltip_ability_item_breach_three_bow_doubled"        "Double Charging Depth Charges"
    "DOTA_Tooltip_ability_item_breach_three_bow_doubled_Description"  "<h1>Weapon: Breach Level 3</h1><b>Doubles Bonus <font color='#007700'>Active</font></b><br>%pure_pct%%% of missile damage is converted to <font color='purple'>pure</font> damage. \nDoes not hit structures."
    "DOTA_Tooltip_ability_item_breach_three_bow_doubled_fire_rate"    "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_breach_three_bow_doubled_dmg"      "DAMAGE (x2):"
    "DOTA_Tooltip_ability_item_breach_three_bow_doubled_delay"      "Damage Delay:"
    "DOTA_Tooltip_ability_item_breach_three_bow_doubled_range"      "RANGE:"
    "DOTA_Tooltip_ability_item_breach_three_bow_doubled_dps"      "\n<font  size= '3' color='#cc6400'>DPS:</font>"  
    
    "DOTA_Tooltip_ability_item_breach_ult_bow"              "Missle of Impending Doom"
    "DOTA_Tooltip_ability_item_breach_ult_bow_Description"            "<h1>Weapon: Ultimate Breach</h1>%pure_pct%%% of missile damage is converted to <font color='purple'>pure</font> damage. \nDoes not hit structures."
    "DOTA_Tooltip_ability_item_breach_ult_bow_fire_rate"        "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_breach_ult_bow_dmg"            "DAMAGE/4:"
    "DOTA_Tooltip_ability_item_breach_ult_bow_delay"          "Damage Delay:"
    "DOTA_Tooltip_ability_item_breach_ult_bow_range"          "RANGE:"
    "DOTA_Tooltip_ability_item_breach_ult_bow_dps"            "\n<font  size= '3' color='#cc6400'>DPS:</font>"  
    "DOTA_Tooltip_ability_item_breach_ult_bow_Lore"           "In life, two things are inevitable: this missile and taxes."

    "DOTA_Tooltip_ability_item_breach_ult_bow_rec"            "Missle of Impending Doom"
    "DOTA_Tooltip_ability_item_breach_ult_bow_rec_Description"      "<h1>Weapon: Ultimate Breach</h1>%pure_pct%%% of missile damage is converted to <font color='purple'>pure</font> damage. \nDoes not hit structures."
    "DOTA_Tooltip_ability_item_breach_ult_bow_rec_fire_rate"      "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_breach_ult_bow_rec_dmg"          "DAMAGE:"
    "DOTA_Tooltip_ability_item_breach_ult_bow_rec_delay"        "Damage Delay:"
    "DOTA_Tooltip_ability_item_breach_ult_bow_rec_range"        "RANGE:"
    "DOTA_Tooltip_ability_item_breach_ult_bow_rec_dps"          "\n<font  size= '3' color='#cc6400'>DPS:</font>"  
    "DOTA_Tooltip_ability_item_breach_ult_bow_rec_Lore"         "In life, two things are inevitable: this missile and taxes."
    

    
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    //-0106---CAULK--------------------------------
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    "DOTA_Tooltip_ability_item_caulk_bow"               "A Little Caulk"
    "DOTA_Tooltip_ability_item_caulk_bow_Description"             "<h1>Support: Caulk Level 1</h1><b>Doubles Bonus <font color='#770000'>Inactive</font></b><br>Can target enemies do deal damage as well as healing allies."
    "DOTA_Tooltip_ability_item_caulk_bow_Note0"             "Heals allied units."
    "DOTA_Tooltip_ability_item_caulk_bow_Note1"             "Does not heal structures."
    "DOTA_Tooltip_ability_item_caulk_bow_Note2"             "Buy <font color='#dddddd'>2</font> to collapse to one slot and activate the bonus."
    "DOTA_Tooltip_ability_item_caulk_bow_fire_rate"           "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_caulk_bow_dmg"             "HEAL:"
    "DOTA_Tooltip_ability_item_caulk_bow_range"             "RANGE:"
    "DOTA_Tooltip_ability_item_caulk_bow_dps"         "DPS:"

    "DOTA_Tooltip_ability_item_caulk_bow_doubled"           "Double Little Caulk"
    "DOTA_Tooltip_ability_item_caulk_bow_doubled_Description"     "<h1>Support: Caulk Level 1</h1><b>Doubles Bonus <font color='#007700'>Active</font></b><br>Can target enemies do deal damage as well as healing allies."
    "DOTA_Tooltip_ability_item_caulk_bow_doubled_Note0"         "Heals allied units."
    "DOTA_Tooltip_ability_item_caulk_bow_doubled_Note1"         "Does not heal structures."
    "DOTA_Tooltip_ability_item_caulk_bow_doubled_fire_rate"       "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_caulk_bow_doubled_dmg"         "HEAL (x2):"
    "DOTA_Tooltip_ability_item_caulk_bow_doubled_range"         "RANGE:"
    "DOTA_Tooltip_ability_item_caulk_bow_doubled_dps"         "DPS:"

    "DOTA_Tooltip_ability_item_caulk_two_bow"             "Super Glue"
    "DOTA_Tooltip_ability_item_caulk_two_bow_Description"           "<h1>Support: Caulk Level 2</h1><b>Doubles Bonus <font color='#770000'>Inactive</font></b><br>Can target enemies do deal damage as well as healing allies."
    "DOTA_Tooltip_ability_item_caulk_two_bow_Note0"           "Heals allied units."
    "DOTA_Tooltip_ability_item_caulk_two_bow_Note1"           "Does not heal structures."
    "DOTA_Tooltip_ability_item_caulk_two_bow_Note2"           "Buy <font color='#dddddd'>2</font> to collapse to one slot and activate the bonus."
    "DOTA_Tooltip_ability_item_caulk_two_bow_fire_rate"         "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_caulk_two_bow_dmg"           "HEAL:"
    "DOTA_Tooltip_ability_item_caulk_two_bow_range"           "RANGE:"
    "DOTA_Tooltip_ability_item_caulk_two_bow_dps"         "DPS:"

    "DOTA_Tooltip_ability_item_caulk_two_bow_doubled"         "Double Super Glue"
    "DOTA_Tooltip_ability_item_caulk_two_bow_doubled_Description"   "<h1>Support: Caulk Level 2</h1><b>Doubles Bonus <font color='#007700'>Active</font></b><br>Can target enemies do deal damage as well as healing allies."
    "DOTA_Tooltip_ability_item_caulk_two_bow_Note0"           "Heals allied units."
    "DOTA_Tooltip_ability_item_caulk_two_bow_Note1"           "Does not heal structures."
    "DOTA_Tooltip_ability_item_caulk_two_bow_doubled_fire_rate"     "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_caulk_two_bow_doubled_dmg"       "HEAL (x2):"
    "DOTA_Tooltip_ability_item_caulk_two_bow_doubled_range"       "RANGE:"
    "DOTA_Tooltip_ability_item_caulk_two_bow_doubled_dps"         "DPS:"

    "DOTA_Tooltip_ability_item_caulk_three_bow"             "Tar and Pitch"
    "DOTA_Tooltip_ability_item_caulk_three_bow_Description"           "<h1>Support: Caulk Level 3</h1><b>Doubles Bonus <font color='#770000'>Inactive</font></b><br>Can target enemies do deal damage as well as healing allies."
    "DOTA_Tooltip_ability_item_caulk_three_bow_Note0"         "Heals allied units."
    "DOTA_Tooltip_ability_item_caulk_three_bow_Note1"         "Does not heal structures."
    "DOTA_Tooltip_ability_item_caulk_three_bow_Note2"         "Buy <font color='#dddddd'>2</font> to collapse to one slot and activate the bonus."
    "DOTA_Tooltip_ability_item_caulk_three_bow_fire_rate"       "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_caulk_three_bow_dmg"           "HEAL:"
    "DOTA_Tooltip_ability_item_caulk_three_bow_range"         "RANGE:"
    "DOTA_Tooltip_ability_item_caulk_three_bow_dps"         "DPS:"
    
    
    "DOTA_Tooltip_ability_item_caulk_three_bow_doubled"         "Double Tar and Pitch"
    "DOTA_Tooltip_ability_item_caulk_three_bow_doubled_Description"   "<h1>Support: Caulk Level 3</h1><b>Doubles Bonus <font color='#007700'>Active</font></b><br>Can target enemies do deal damage as well as healing allies."
    "DOTA_Tooltip_ability_item_caulk_three_bow_Note0"         "Heals allied units."
    "DOTA_Tooltip_ability_item_caulk_three_bow_Note1"         "Does not heal structures."
    "DOTA_Tooltip_ability_item_caulk_three_bow_doubled_fire_rate"   "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_caulk_three_bow_doubled_dmg"       "HEAL (x2):"
    "DOTA_Tooltip_ability_item_caulk_three_bow_doubled_range"     "RANGE:"
    "DOTA_Tooltip_ability_item_caulk_three_bow_doubled_dps"         "DPS:"

    "DOTA_Tooltip_ability_item_caulk_ult_bow"             "Caulking Gun"
    "DOTA_Tooltip_ability_item_caulk_ult_bow_Description"           "<h1>Support: Ultimate Caulk</h1>Can target enemies do deal damage as well as healing allies."
    "DOTA_Tooltip_ability_item_caulk_ult_bow_Note0"           "Heals allied units."
    "DOTA_Tooltip_ability_item_caulk_ult_bow_Note1"           "Does not heal structures."
    "DOTA_Tooltip_ability_item_caulk_ult_bow_fire_rate"         "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_caulk_ult_bow_dmg"           "HEAL/4:"
    "DOTA_Tooltip_ability_item_caulk_ult_bow_range"           "RANGE:"
    "DOTA_Tooltip_ability_item_caulk_ult_bow_dps"         "DPS:"
    "DOTA_Tooltip_ability_item_caulk_ult_bow_Lore"            "Dammit Jim, I'm a carpenter, not a miracle worker!"

    "DOTA_Tooltip_ability_item_caulk_ult_bow_rec"           "Caulking Gun"
    "DOTA_Tooltip_ability_item_caulk_ult_bow_rec_Description"     "<h1>Support: Ultimate Caulk</h1>Can target enemies do deal damage as well as healing allies."
    "DOTA_Tooltip_ability_item_caulk_ult_bow_rec_Note0"         "Heals allied units."
    "DOTA_Tooltip_ability_item_caulk_ult_bow_rec_Note1"         "Does not heal structures."
    "DOTA_Tooltip_ability_item_caulk_ult_bow_rec_fire_rate"       "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_caulk_ult_bow_rec_dmg"         "HEAL:"
    "DOTA_Tooltip_ability_item_caulk_ult_bow_rec_range"         "RANGE:"
    "DOTA_Tooltip_ability_item_caulk_ult_bow_rec_Lore"          "Dammit Jim, I'm a carpenter, not a miracle worker!"
    
      
    
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    //-0108---WIND---------------------------------
    //~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    "DOTA_Tooltip_ability_item_wind_bow"                "Stiff Breeze"
    "DOTA_Tooltip_ability_item_wind_bow_Description"              "<h1>Weapon: Wind Level 1</h1><b>Doubles Bonus <font color='#770000'>Inactive</font></b><br>Attacks heal %bonus_dmg% to friendly units within 400 aoe of you (excluding you) when they hit enemies. Damage also reduced by up to 50%% when enemies get close to you. \nDoes not hit structures."
    "DOTA_Tooltip_ability_item_wind_bow_Note1"              "Buy <font color='#dddddd'>2</font> to collapse to one slot and activate the bonus."
    "DOTA_Tooltip_ability_item_wind_bow_Note2"              "Attacks from inside minimum range deal %min_range_dmg_pct%%% damage."
    //"DOTA_Tooltip_ability_item_wind_bow_Note3"              "Attacks from outside maximum range deal no damage."
    "DOTA_Tooltip_ability_item_wind_bow_dmg"              "DAMAGE:"
    "DOTA_Tooltip_ability_item_wind_bow_range"              "RANGE:"
    "DOTA_Tooltip_ability_item_wind_bow_min_range"            "MINIMUM HIT RANGE:"
    //"DOTA_Tooltip_ability_item_wind_bow_max_range"            "MAXIMUM HIT RANGE:"
    "DOTA_Tooltip_ability_item_wind_bow_fire_rate"            "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_wind_bow_dps"              "\n<font  size= '3' color='#cc6400'>DPS:</font>"  
    

    "DOTA_Tooltip_ability_item_wind_bow_doubled"            "Double Stiff Breeze"
    "DOTA_Tooltip_ability_item_wind_bow_doubled_Description"      "<h1>Weapon: Wind Level 1</h1><b>Doubles Bonus <font color='#007700'>Active</font></b><br>Attacks heal %bonus_dmg% to friendly units within 400 aoe of you (excluding you) when they hit enemies. Damage also reduced by up to 50%% when enemies get close to you. \nDoes not hit structures."
    "DOTA_Tooltip_ability_item_wind_bow_doubled_Note1"          "Attacks from inside minimum range deal %min_range_dmg_pct%%% damage."
    //"DOTA_Tooltip_ability_item_wind_bow_doubled_Note2"          "Attacks from outside maximum range deal no damage."
    "DOTA_Tooltip_ability_item_wind_bow_doubled_dmg"          "DAMAGE:"
    "DOTA_Tooltip_ability_item_wind_bow_doubled_range"          "RANGE:"
    "DOTA_Tooltip_ability_item_wind_bow_doubled_min_range"        "MINIMUM HIT RANGE:"
    //"DOTA_Tooltip_ability_item_wind_bow_doubled_max_range"        "MAXIMUM HIT RANGE:"
    "DOTA_Tooltip_ability_item_wind_bow_doubled_fire_rate"        "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_wind_bow_doubled_dps"          "\n<font  size= '3' color='#cc6400'>DPS:</font>"  
    

    "DOTA_Tooltip_ability_item_wind_two_bow"              "Squall"
    "DOTA_Tooltip_ability_item_wind_two_bow_Description"            "<h1>Weapon: Wind Level 2</h1><b>Doubles Bonus <font color='#770000'>Inactive</font></b><br>Attacks heal %bonus_dmg% to friendly units within 400 aoe of you (excluding you) when they hit enemies. Damage also reduced by up to 50%% when enemies get close to you. \nDoes not hit structures."
    "DOTA_Tooltip_ability_item_wind_two_bow_Note1"            "Buy <font color='#dddddd'>2</font> to collapse to one slot and activate the bonus."
    "DOTA_Tooltip_ability_item_wind_two_bow_Note2"            "Attacks from inside minimum range deal %min_range_dmg_pct%%% damage."
    //"DOTA_Tooltip_ability_item_wind_two_bow_Note3"            "Attacks from outside maximum range deal no damage."
    "DOTA_Tooltip_ability_item_wind_two_bow_dmg"            "DAMAGE:"
    "DOTA_Tooltip_ability_item_wind_two_bow_range"            "RANGE:"
    "DOTA_Tooltip_ability_item_wind_two_bow_min_range"          "MINIMUM HIT RANGE:"
    //"DOTA_Tooltip_ability_item_wind_two_bow_max_range"          "MAXIMUM HIT RANGE:"
    "DOTA_Tooltip_ability_item_wind_two_bow_fire_rate"          "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_wind_two_bow_dps"            "\n<font  size= '3' color='#cc6400'>DPS:</font>"  
    
    "DOTA_Tooltip_ability_item_wind_two_bow_doubled"          "Double Squall"
    "DOTA_Tooltip_ability_item_wind_two_bow_doubled_Description"    "<h1>Weapon: Wind Level 2</h1><b>Doubles Bonus <font color='#007700'>Active</font></b><br>Attacks heal %bonus_dmg% to friendly units within 400 aoe of you (excluding you) when they hit enemies. Damage also reduced by up to 50%% when enemies get close to you. \nDoes not hit structures."
    "DOTA_Tooltip_ability_item_wind_two_bow_doubled_Note1"        "Attacks from inside minimum range deal %min_range_dmg_pct%%% damage."
    //"DOTA_Tooltip_ability_item_wind_two_bow_doubled_Note2"        "Attacks from outside maximum range deal no damage."
    "DOTA_Tooltip_ability_item_wind_two_bow_doubled_dmg"        "DAMAGE:"
    "DOTA_Tooltip_ability_item_wind_two_bow_doubled_range"        "RANGE:"
    "DOTA_Tooltip_ability_item_wind_two_bow_doubled_min_range"      "MINIMUM HIT RANGE:"
    //"DOTA_Tooltip_ability_item_wind_two_bow_doubled_max_range"      "MAXIMUM HIT RANGE:"
    "DOTA_Tooltip_ability_item_wind_two_bow_doubled_fire_rate"      "RELOAD DELAY (s):"
    "DOTA_Tooltip_ability_item_wind_two_bow_doubled_dps"        "\n<font  size= '3' color='#cc6400'>DPS:</font>"  
