"addon"
{

	"addon_game_name" 			"Battleships"
		"DOTA_Tooltip_ability_item_light_two_bow_doubled_Description"			"\n Level 2 Light Combo \n  Range: 1000 \n  DPS: 110 \ndoubled: projectile grants vision of 400"
		
		"DOTA_Tooltip_ability_item_light_three_bow"							"Light III"

		"DOTA_Tooltip_ability_item_light_three_bow_Description"        				"Buy 2x to collapse to one slot 
\n Level 3 Light \n Range: 1000 \n  DPS: 110 \nWhen doubled, projectile grants vision of 600"
		
		"DOTA_Tooltip_ability_item_light_three_bow_doubled"					"Double Light III"

		"DOTA_Tooltip_ability_item_light_three_bow_doubled_Description"			"\n Level 3 Light Combo \n  Range: 1000 \n  DPS: 220 \ndoubled: projectile grants vision of 600"
		
		"DOTA_Tooltip_ability_item_light_ult_bow"							"Radiance"

		"DOTA_Tooltip_ability_item_light_ult_bow_Description"        				" 
\n Ultimate Light \n Range: 1000 \n  DPS: 445 \n Bonus: Projectile grants vision of 800"

		"DOTA_Tooltip_ability_item_light_ult_bow_rec"						"Radiance"

		"DOTA_Tooltip_ability_item_light_ult_bow_rec_Description"				"\n Ultimate Light \n Range: 1000 \n  DPS: 445 \n Bonus: Projectile grants vision"
		
				"DOTA_Tooltip_ability_item_light_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_light_bow_dmg"									"Damage:"
		"DOTA_Tooltip_ability_item_light_bow_doubled_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_light_bow_doubled_dmg"									"Damage(x2):"
		"DOTA_Tooltip_ability_item_light_two_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_light_two_bow_dmg"									"Damage:"
		"DOTA_Tooltip_ability_item_light_two_bow_doubled_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_light_two_bow_doubled_dmg"									"Damage(x2):"
		"DOTA_Tooltip_ability_item_light_three_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_light_three_bow_dmg"									"Damage:"
		"DOTA_Tooltip_ability_item_light_three_bow_doubled_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_light_three_bow_doubled_dmg"									"Damage(x2):"
		"DOTA_Tooltip_ability_item_light_ult_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_light_ult_bow_dmg"									"Damage/4:"
		"DOTA_Tooltip_ability_item_light_ult_bow_rec_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_light_ult_bow_rec_dmg"									"Damage:"
		
		
		
		"DOTA_Tooltip_ability_item_coal_bow"								"Coal I"

		"DOTA_Tooltip_ability_item_coal_bow_Description"        				"Buy 2x to collapse to one slot 
\n Level 1 Coal \n Range: 600 \n  DPS: 33 \nWhen doubled, has 1 in 15 chance to stun on impact for .55 s"
		
		"DOTA_Tooltip_ability_item_coal_bow_doubled"						"Double Coal I"
		
		"DOTA_Tooltip_ability_item_coal_bow_doubled_Description"				"\n Level 1 Coal Combo \n \n  Range: 600 \n  DPS: 66 \nDoubled: has 1 in 15 chance to stun on impact for .55 s"
		
		"DOTA_Tooltip_ability_item_coal_two_bow"							"Coal II"

		"DOTA_Tooltip_ability_item_coal_two_bow_Description"        				"Buy 2x to collapse to one slot 
\n Level 2 Coal \n Range: 600 \n  DPS: 70 \nWhen doubled, has 1 in 15 chance to stun on impact for .75 s"
		
		"DOTA_Tooltip_ability_item_coal_two_bow_doubled"					"Double Coal II"

		"DOTA_Tooltip_ability_item_coal_two_bow_doubled_Description"			"\n Level 2 Coal Combo \n  Range: 600 \n  DPS: 140 \nDoubled: has 1 in 15 chance to stun on impact for .75 s"
		
		"DOTA_Tooltip_ability_item_coal_three_bow"							"Coal III"

		"DOTA_Tooltip_ability_item_coal_three_bow_Description"        				"Buy 2x to collapse to one slot 
\n Level 3 Coal \n Range: 600 \n  DPS: 140 \nWhen doubled, has 1 in 15 chance to stun on impact for 1 s"
		
		"DOTA_Tooltip_ability_item_coal_three_bow_doubled"					"Double Coal III"

		"DOTA_Tooltip_ability_item_coal_three_bow_doubled_Description"			"\n Level 3 Coal Combo \n  Range: 600 \n  DPS: 280 \nDoubled: has 1 in 15 chance to stun on impact for 1 s"
		
		"DOTA_Tooltip_ability_item_coal_ult_bow"							"Darkness"

		"DOTA_Tooltip_ability_item_coal_ult_bow_Description"        				" 
\n Ultimate Coal \n Range: 600 \n  DPS: 537 \n Bonus: has 1 in 10 chance to stun on impact for 3 s"
		
		"DOTA_Tooltip_ability_item_coal_ult_bow_rec"						"Darkness"

		"DOTA_Tooltip_ability_item_coal_ult_bow_rec_Description"				"\n Ultimate Coal \n Range: 600 \n  DPS: 537 \n Bonus: 10 percent chance to stun target for 3 seconds"
		
		
				"DOTA_Tooltip_ability_item_coal_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_coal_bow_dmg"									"Damage:"
		"DOTA_Tooltip_ability_item_coal_bow_doubled_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_coal_bow_doubled_dmg"									"Damage(x2):"
		"DOTA_Tooltip_ability_item_coal_two_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_coal_two_bow_dmg"									"Damage:"
		"DOTA_Tooltip_ability_item_coal_two_bow_doubled_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_coal_two_bow_doubled_dmg"									"Damage(x2):"
		"DOTA_Tooltip_ability_item_coal_three_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_coal_three_bow_dmg"									"Damage:"
		"DOTA_Tooltip_ability_item_coal_three_bow_doubled_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_coal_three_bow_doubled_dmg"									"Damage(x2):"
		"DOTA_Tooltip_ability_item_coal_ult_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_coal_ult_bow_dmg"									"Damage/4:"
		"DOTA_Tooltip_ability_item_coal_ult_bow_rec_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_coal_ult_bow_rec_dmg"									"Damage:"
		
		"DOTA_Tooltip_ability_item_plasma_bow"								"Plasma I"

		"DOTA_Tooltip_ability_item_plasma_bow_Description"        				"Buy 2x to collapse to one slot 
\n Level 1 Plasma \n Range: 800 \n  DPS: 30 \nWhen doubled, reduces armor by 1 on target for .5 s	note: stacking addes duration NOT additional de-armor"
		
		"DOTA_Tooltip_ability_item_plasma_bow_doubled"						"Double Plasma I"
		
		"DOTA_Tooltip_ability_item_plasma_bow_doubled_Description"				"\n Level 1 Plasma Combo \n  Range: 800 \n  DPS: 60 \nDoubled: reduces armor by 1 on target for .5 s	note: stacking addes duration NOT additional de-armor"
		
		"DOTA_Tooltip_ability_item_plasma_two_bow"							"Plasma II"

		"DOTA_Tooltip_ability_item_plasma_two_bow_Description"        				"Buy 2x to collapse to one slot 
\n Level 2 Plasma \n Range: 800 \n  DPS: 65 \nWhen doubled, reduces armor by 1 on target for 1 s	note: stacking addes duration NOT additional de-armor"
		
		"DOTA_Tooltip_ability_item_plasma_two_bow_doubled"					"Double Plasma II"

		"DOTA_Tooltip_ability_item_plasma_two_bow_doubled_Description"			"\n Level 2 Plasma Combo \n  Range: 800 \n  DPS: 130 \nDoubled: reduces armor by 1 on target for 1 s	note: stacking addes duration NOT additional de-armor"
		
		"DOTA_Tooltip_ability_item_plasma_three_bow"							"Plasma III"

		"DOTA_Tooltip_ability_item_plasma_three_bow_Description"        				"Buy 2x to collapse to one slot 
\n Level 3 Plasma \n Range: 800 \n  DPS: 130 \nWhen doubled, reduces armor by 2 on target for 1.5 s	note: stacking addes duration NOT additional de-armor"
		
		"DOTA_Tooltip_ability_item_plasma_three_bow_doubled"					"Double Plasma III"

		"DOTA_Tooltip_ability_item_plasma_three_bow_doubled_Description"			"\n Level 3 Plasma Combo \n  Range: 800 \n  DPS: 260 \nDoubled: reduces armor by 2 on target for 1.5 s	note: stacking addes duration NOT additional de-armor"
		
		"DOTA_Tooltip_ability_item_plasma_ult_bow"							"Disintegrator"

		"DOTA_Tooltip_ability_item_plasma_ult_bow_Description"        				" 
\n Ultimate Plasma \n Range: 800 \n  DPS: 480 \n Bonus: reduces armor by 4 on target for 3 s	note: stacking addes duration NOT additional de-armor"
		
		"DOTA_Tooltip_ability_item_plasma_ult_bow_rec"						"Disintegrator"

		"DOTA_Tooltip_ability_item_plasma_ult_bow_rec_Description"				"\n Ultimate Plasma \n Range: 800 \n  DPS: 480 \n Bonus: reduces armor of target by 3"
		
		"DOTA_Tooltip_ability_item_plasma_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_plasma_bow_dmg"									"Damage:"
		"DOTA_Tooltip_ability_item_plasma_bow_doubled_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_plasma_bow_doubled_dmg"									"Damage(x2):"
		"DOTA_Tooltip_ability_item_plasma_two_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_plasma_two_bow_dmg"									"Damage:"
		"DOTA_Tooltip_ability_item_plasma_two_bow_doubled_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_plasma_two_bow_doubled_dmg"									"Damage(x2):"
		"DOTA_Tooltip_ability_item_plasma_three_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_plasma_three_bow_dmg"									"Damage:"
		"DOTA_Tooltip_ability_item_plasma_three_bow_doubled_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_plasma_three_bow_doubled_dmg"									"Damage(x2):"
		"DOTA_Tooltip_ability_item_plasma_ult_bow_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_plasma_ult_bow_dmg"									"Damage/4:"
		"DOTA_Tooltip_ability_item_plasma_ult_bow_rec_fire_rate"							"Reload Delay(S):"
		"DOTA_Tooltip_ability_item_plasma_ult_bow_rec_dmg"									"Damage:"
		
		
		//utility
		
		"DOTA_Tooltip_ability_item_hull_sail_one_combo_bow"						"Hand Of the Empire"

		"DOTA_Tooltip_ability_item_hull_sail_one_combo_bow_Description"				"A starter kit awarded by the empire to captains who show promise. \n\n This item cannot be combined or upgraded. \nDoes not stack with hulls or sails.\nSells for 500 gold. DPS: 40"
		
		"DOTA_Tooltip_ability_item_hull_sail_one_combo_bow_bonus_movement"							"Move Speed:"
			"DOTA_Tooltip_ability_item_hull_sail_one_combo_bow_bonus_hp"							"HP bonus:"
				"DOTA_Tooltip_ability_item_hull_sail_one_combo_bow_dmg"							"Damage:"
					"DOTA_Tooltip_ability_item_hull_sail_one_combo_bow_fire_rate"							"Reload Delay(S):"
					
		
		"DOTA_Tooltip_ability_item_sail_one"						"Tattered Sail"

		"DOTA_Tooltip_ability_item_sail_one_Description"				"\n\n Poor Sail \n Speed Boost: 40 \n Active Boost: 40\n Does not stack with other sails"
		
		"DOTA_Tooltip_ability_item_sail_two"						"Canvas Sail"

		"DOTA_Tooltip_ability_item_sail_two_Description"				"\n\n Reasonable Sail \n Speed Boost: 60 \n Active Boost: 60\n Does not stack with other sails"
		
		"DOTA_Tooltip_ability_item_sail_three"						"Carbon Fiber Sail"

		"DOTA_Tooltip_ability_item_sail_three_Description"				"\n\n Good Sail \n Speed Boost: 85 \n Active Boost: 85\n Does not stack with other sails"
		
		"DOTA_Tooltip_ability_item_sail_four"						"Admiral's Sail"

		"DOTA_Tooltip_ability_item_sail_four_Description"				"\n\n Great Sail \n speed Boost: 110 \n Active Boost: 110\n Does not stack with other sails"
		
		"DOTA_Tooltip_ability_item_hull_one"						"Battered Hull"

		"DOTA_Tooltip_ability_item_hull_one_Description"				"\n\n Poor Hull \n Does not stack with other hulls, Active Doubles armor bonus."
		
		"DOTA_Tooltip_ability_item_hull_two"						"Wooden Hull"

		"DOTA_Tooltip_ability_item_hull_two_Description"				"\n\n Reasonable Hull \n Does not stack with other hulls, Active Doubles armor bonus."
		
		"DOTA_Tooltip_ability_item_hull_three"						"Iron Hull"

		"DOTA_Tooltip_ability_item_hull_three_Description"				"\n\n Good Hull  \n Does not stack with other hulls, Active Doubles armor bonus."
		
		"DOTA_Tooltip_ability_item_hull_four"						"Admiral's Hull"

		"DOTA_Tooltip_ability_item_hull_four_Description"				"\n\n Great Hull \n Does not stack with other hulls, Active Doubles armor bonus."
		
		"DOTA_Tooltip_ability_item_hull_sail_one_combo"						"Lame Hull/Sail Combo"

		"DOTA_Tooltip_ability_item_hull_sail_one_combo_Description"				"\n\n Poor Combo\n Speed Boost: 75 \n Health Boost: 500 \n Armor Boost: 3"
		
		"DOTA_Tooltip_ability_item_hull_sail_two_combo"						"Hull/Sail Combo"

		"DOTA_Tooltip_ability_item_hull_sail_two_combo_Description"				"\n\n Reasonable Combo\n Speed Boost: 120 \n Health Boost: 1200 \n Armor Boost: 5"
		
		"DOTA_Tooltip_ability_item_hull_sail_three_combo"						"Good Hull/Sail Combo"

		"DOTA_Tooltip_ability_item_hull_sail_three_combo_Description"				"\n\n Good Combo\n Speed Boost: 175 \n Health Boost: 2000 \n Armor Boost: 8"
		
		"DOTA_Tooltip_ability_item_hull_sail_four_combo"						"Masterwork Hull/Sail Combo"

		"DOTA_Tooltip_ability_item_hull_sail_four_combo_Description"				"\n\n Great Combo\n Speed Boost: 220 \n Health Boost: 8000 \n Armor Boost: 10"
		
		
		"DOTA_Tooltip_ability_item_hull_sail_one_combo_rec"						"Lame Hull/Sail Combo"

		"DOTA_Tooltip_ability_item_hull_sail_one_combo_rec_Description"				"\n\n Poor Combo\n Speed Boost: 75 \n Health Boost: 500 \n Armor Boost: 3"
		
		"DOTA_Tooltip_ability_item_hull_sail_two_combo_rec"						"Hull/Sail Combo"

		"DOTA_Tooltip_ability_item_hull_sail_two_combo_rec_Description"				"\n\n Reasonable Combo\n Speed Boost: 120 \n Health Boost: 1200 \n Armor Boost: 5"
		
		"DOTA_Tooltip_ability_item_hull_sail_three_combo_rec"						"Good Hull/Sail Combo"

		"DOTA_Tooltip_ability_item_hull_sail_three_combo_rec_Description"				"\n\n Good Combo\n Speed Boost: 175 \n Health Boost: 2000 \n Armor Boost: 8"
		
		//utility repair
		
		"DOTA_Tooltip_ability_item_wood_one"						"Rotting Repair Wood"

		"DOTA_Tooltip_ability_item_wood_one_Description"				"\n\n Poor repair wood. Activate to heal yourself. \n Heal Amount: 400 \n Cooldown: 35"
		
		"DOTA_Tooltip_ability_item_wood_two"						"Aged Repair Wood"

		"DOTA_Tooltip_ability_item_wood_two_Description"				"\n\n Reasonable repair wood. Activate to heal yourself. \n Heal Amount: 1000 \n Cooldown: 35"
		
		"DOTA_Tooltip_ability_item_wood_three"						"Solid Repair Wood"

		"DOTA_Tooltip_ability_item_wood_three_Description"				"\n\n Good repair wood. Activate to heal yourself. \n Heal Amount: 3500 \n Cooldown: 35"
		
		"DOTA_Tooltip_ability_item_wood_four"						"Craftsman's Repair Wood"

		"DOTA_Tooltip_ability_item_wood_four_Description"				"\n\n Great repair wood. Activate to heal yourself. \n Heal Amount: 7000 \n Cooldown: 35"
		
		"DOTA_Tooltip_ability_item_repair_one"						"Novice Repair Crew"

		"DOTA_Tooltip_ability_item_repair_one_Description"				"\n\n Poor Repair Crew\nRegen is heavily reduced for a short time after taking damage.\n Does not stack with other repair crews"
		
		"DOTA_Tooltip_ability_item_repair_one_bonus_regen"					"Health percentage regen per second:"
		
		"DOTA_Tooltip_ability_item_repair_one_health_regen"					"Constant bonus regen per second:"

		
		
		"DOTA_Tooltip_ability_item_repair_two"						"Journeyman Repair Crew"

		"DOTA_Tooltip_ability_item_repair_two_Description"				"\n\n Reasonable Repair Crew\nRegen is heavily reduced for a short time after taking damage.\n Does not stack with other repair crews"
		
		"DOTA_Tooltip_ability_item_repair_two_bonus_regen"					"Health percentage regen per second:"
		
		"DOTA_Tooltip_ability_item_repair_two_health_regen"					"Constant bonus regen per second:"

		"DOTA_Tooltip_ability_item_repair_three"						"Experienced Repair Crew"

		"DOTA_Tooltip_ability_item_repair_three_Description"				"\n\n Strong Repair Crew\nRegen is heavily reduced for a short time after taking damage.\n Does not stack with other repair crews"
		
		"DOTA_Tooltip_ability_item_repair_three_bonus_regen"					"Health percentage regen per second:"
		
		"DOTA_Tooltip_ability_item_repair_three_health_regen"					"Constant bonus regen per second:"
		
		"DOTA_Tooltip_ability_item_repair_four"						"Advanced Repair Crew"

		"DOTA_Tooltip_ability_item_repair_four_Description"				"\n\n Strong Repair Crew\nRegen is heavily reduced for a short time after taking damage.\n Does not stack with other repair crews"
		
		"DOTA_Tooltip_ability_item_repair_four_bonus_regen"					"Health percentage regen per second:"
		
		"DOTA_Tooltip_ability_item_repair_four_health_regen"					"Constant bonus regen per second:"
		
		"DOTA_Tooltip_ability_item_repair_wood_one_combo"						"Lame Repair/Wood Combo"

		"DOTA_Tooltip_ability_item_repair_wood_one_combo_Description"				"\n\n Poor Combo\n Heal Amount: 400 \n Bonus Regen: 7"
		
		"DOTA_Tooltip_ability_item_repair_wood_two_combo"						"Repair/Wood Combo"

		"DOTA_Tooltip_ability_item_repair_wood_two_combo_Description"				"\n\n Reasonable Combo\n Heal Amount: 1200 \n Bonus Regen: 15"
		
		"DOTA_Tooltip_ability_item_repair_wood_three_combo"						"Good Repair/Wood Combo"

		"DOTA_Tooltip_ability_item_repair_wood_three_combo_Description"				"\n\n Good Combo\n Heal Amount: 2000 \n Bonus Regen: 35"
		
		
		"DOTA_Tooltip_ability_item_repair_wood_one_combo_rec"						"Lame Repair/Wood Combo"

		"DOTA_Tooltip_ability_item_repair_wood_one_combo_rec_Description"				"\n\n Poor Combo\n Heal Amount: 400 \n Bonus Regen: 7"
		
		"DOTA_Tooltip_ability_item_repair_wood_two_combo_rec"						"Repair/Wood Combo"

		"DOTA_Tooltip_ability_item_repair_wood_two_combo_rec_Description"				"\n\n Reasonable Combo\n Heal Amount: 1200 \n Bonus Regen: 15"
		
		"DOTA_Tooltip_ability_item_repair_wood_three_combo_rec"						"Good Repair/Wood Combo"

		"DOTA_Tooltip_ability_item_repair_wood_three_combo_rec_Description"				"\n\n Good Combo\n Heal Amount: 2000 \n Bonus Regen: 35"
		
		
		"DOTA_Tooltip_ability_item_lorne"						"Radar"

		"DOTA_Tooltip_ability_item_lorne_Description"				"\n \n \n yo... I made this map. if all players use their starting gold to buy this item it activates testing mode.  you all instantly reach max level and get 80000 gold.  Enjoy!"
		
		"DOTA_Tooltip_ability_item_tower_debuff"						"Some cracking spies"

		"DOTA_Tooltip_ability_item_tower_debuff_Description"				"\n \n \n Spies weaken the mortar on enemy buildings, increasing the damage they take from weapons. \n -1 Armor to all enemy buildings permanently per purchase."
		
		"DOTA_Tooltip_ability_item_tower_healer"						"Some building Repairmen"

		"DOTA_Tooltip_ability_item_tower_healer_Description"				"\n \n \n Repair men patch up all of your buildings. \n 10 percent of missing building heal is restored."
		
		"DOTA_Tooltip_ability_item_nut_spawner"						"Bait the privateers"

		"DOTA_Tooltip_ability_item_nut_spawner_Description"				"\n \n \n Fool the privateers into believing there is a great reward in the centrer of the map. \n neutral privateers rush to the middle attacking anyone they encounter along the way."
		
		
		
		
		"DOTA_Tooltip_item_poison_bow_shooting"								"Poison I"

		"DOTA_Tooltip_item_poison_bow_shooting_Description"        				"\n\n Level 1 Poison \n Range: 900 \n  DPS: 28 \n"
		
		"DOTA_Tooltip_item_poison_bow_shooting_doubled"						"Double Poison I"

		"DOTA_Tooltip_item_poison_bow_shooting_doubled_Description"				"\n\n Level 1 Poison Combo \nCooldown: 0.75 seconds \n  Range: 900 \n  DPS: 56 \n"
		
		"DOTA_Tooltip_item_poison_two_bow_shooting"							"Poison II"
		
		"DOTA_Tooltip_item_poison_two_bow_shooting_Description"					"\n\n Level 2 Poison \n Range: 900 \n  DPS: 60 \n"
		
		"DOTA_Tooltip_item_poison_two_bow_shooting_doubled"					"Double Poison II"

		"DOTA_Tooltip_item_poison_two_bow_shooting_doubled_Description"			"\n\n Level 2 Poison Combo \nCooldown: 0.75 seconds \n  Range: 900 \n  DPS: 120 \n"
		
		"DOTA_Tooltip_item_poison_three_bow_shooting"						"Poison III"

		"DOTA_Tooltip_item_poison_three_bow_shooting_Description"				"\n\n Level 3 Poison \n Range: 900 \n  DPS: 120 \n"
		
		"DOTA_Tooltip_item_poison_three_bow_shooting_doubled"				"Double Poison III"

		"DOTA_Tooltip_item_poison_three_bow_shooting_doubled_Description"		"\n\n Level 3 Poison Combo \nCooldown: 0.75 seconds \n  Range: 900 \n  DPS: 240 \n"
